Age,Education Level,Years of Experience,Role,Department,Location,Salary
41,Associate,0,QA Engineer,IT,San Francisco,67822.74
41,PhD,15,Product Manager,Finance,New York,202456.76
24,PhD,0,Product Manager,Product,San Francisco,153699.44
45,PhD,13,Software Engineer,Marketing,Boston,163379.3
42,PhD,7,Consultant,IT,Chicago,135699.79
52,PhD,27,Software Engineer,IT,Austin,177443.16
32,Bachelor,10,Consultant,Marketing,San Francisco,104638.55
52,Associate,8,QA Engineer,Operations,New York,87567.57
57,Master,17,Product Manager,IT,Chicago,150737.78
55,Associate,33,Data Scientist,Finance,Austin,155549.8
36,Bachelor,4,Manager,HR,San Francisco,112034.33
41,Master,18,Consultant,Marketing,San Francisco,160195.2
59,Associate,21,Product Manager,Product,Los Angeles,164807.49
42,High School,17,Data Scientist,IT,Boston,122061.13
33,Associate,8,Data Analyst,Finance,San Francisco,87087.34
25,Master,3,Data Scientist,Operations,San Francisco,118074.39
25,PhD,2,Data Analyst,Marketing,Chicago,96327.52
47,High School,25,Manager,Finance,Boston,148342.87
46,Master,16,QA Engineer,Operations,San Francisco,141703.99
39,High School,8,Software Engineer,Marketing,Chicago,85608.84
42,Bachelor,9,Manager,Product,New York,122252.92
41,Bachelor,0,Software Engineer,Product,Austin,68152.9
29,High School,3,Data Scientist,Product,Los Angeles,70902.2
58,Master,28,Data Analyst,Product,Los Angeles,173559.21
60,Master,35,Software Engineer,Product,San Francisco,232846.4
29,PhD,5,Business Analyst,Operations,Boston,120006.75
54,Master,17,Manager,Operations,Boston,170232.67
27,Bachelor,3,Manager,Finance,Austin,72515.92
34,Bachelor,12,Manager,Finance,Seattle,128363.88
29,High School,7,Data Analyst,Customer Support,Boston,70410.5
44,PhD,21,Software Engineer,Operations,Los Angeles,197659.74
37,High School,14,Data Scientist,HR,Seattle,110150.19
53,Bachelor,17,Manager,HR,Boston,155987.54
34,High School,0,Manager,Product,Boston,60826.67
54,High School,2,System Administrator,Product,Boston,66749.45
33,High School,11,Product Manager,Product,Los Angeles,114881.05
23,Bachelor,1,Data Analyst,Marketing,Chicago,59706.88
53,Associate,14,Software Engineer,IT,Austin,88450.52
33,Bachelor,7,Software Engineer,Finance,Austin,86217.09
43,PhD,21,Software Engineer,Customer Support,Austin,159217.67
56,Master,16,QA Engineer,HR,San Francisco,141754.66
31,PhD,8,Software Engineer,Marketing,Chicago,130286.22
30,High School,3,QA Engineer,Operations,New York,59713.48
40,Bachelor,8,Data Scientist,Finance,Chicago,105144.82
44,PhD,8,Business Analyst,Marketing,Chicago,128718.36
42,High School,12,System Administrator,Marketing,Boston,92472.12
29,Associate,5,Data Analyst,Operations,Seattle,58911.41
38,Bachelor,8,Product Manager,Finance,Austin,95859.15
27,Bachelor,1,Consultant,Operations,Seattle,75419.98
57,PhD,0,Data Analyst,Marketing,Seattle,122805.67
39,Bachelor,11,Consultant,HR,Seattle,108872.64
41,Master,6,Business Analyst,Customer Support,Seattle,101795.75
57,Bachelor,4,Product Manager,Operations,Seattle,112291.3
55,Associate,10,Product Manager,HR,Los Angeles,127072.12
41,Bachelor,4,Product Manager,IT,San Francisco,115663.88
54,Master,32,Data Scientist,Finance,San Francisco,236604.63
51,PhD,20,Business Analyst,Customer Support,San Francisco,195040.74
23,Bachelor,1,Business Analyst,IT,New York,62949.38
46,High School,14,QA Engineer,Customer Support,San Francisco,97172.8
51,Associate,24,System Administrator,Marketing,Boston,117075.4
23,High School,0,System Administrator,Customer Support,New York,48970.42
42,Associate,2,Product Manager,Customer Support,Austin,65779.94
57,Bachelor,8,Data Analyst,Customer Support,New York,103958.93
57,High School,26,Product Manager,Operations,San Francisco,180320.16
58,PhD,14,Data Analyst,Customer Support,Austin,134424.57
32,High School,9,Consultant,Operations,San Francisco,96255.87
50,PhD,19,Consultant,Finance,Chicago,163634.85
50,Bachelor,26,Product Manager,IT,Seattle,179116.96
36,PhD,14,Business Analyst,Operations,Los Angeles,165311.62
34,High School,1,Manager,Product,Austin,63743.47
38,High School,11,Data Analyst,Product,Los Angeles,92023.34
41,Associate,4,Data Scientist,Product,Seattle,88364.65
52,Associate,24,System Administrator,Customer Support,Chicago,123802.64
28,Bachelor,4,Consultant,Finance,Los Angeles,77464.48
39,Master,6,System Administrator,Product,Seattle,94985.47
44,High School,16,System Administrator,IT,Los Angeles,97824.26
52,PhD,22,Product Manager,Product,Los Angeles,236815.06
53,PhD,13,Consultant,IT,Austin,136584.81
41,High School,3,Data Scientist,HR,Boston,67565.92
34,Bachelor,11,Product Manager,IT,Los Angeles,125997.77
35,Master,5,QA Engineer,Marketing,Seattle,83567.57
29,High School,3,Data Scientist,Finance,San Francisco,82769.28
38,Associate,13,System Administrator,Customer Support,Austin,72570.69
22,Master,0,Business Analyst,IT,Los Angeles,83163.67
27,Associate,3,QA Engineer,Marketing,San Francisco,65691.36
39,Associate,8,Business Analyst,Marketing,Austin,65744.56
22,Associate,0,Product Manager,Product,New York,76781.3
49,PhD,21,Consultant,Finance,San Francisco,210579.56
36,High School,10,Software Engineer,Marketing,Boston,84225.68
53,Bachelor,4,Consultant,Customer Support,Seattle,83035.26
41,PhD,18,Product Manager,HR,Los Angeles,209343.87
23,PhD,0,Software Engineer,Product,Seattle,116643.24
35,Bachelor,9,Software Engineer,Customer Support,Boston,98220.82
40,Master,16,Data Analyst,Product,New York,133927.66
39,Bachelor,8,Manager,HR,Chicago,104352.28
30,High School,5,Data Analyst,Operations,Chicago,65073.82
58,Master,9,Data Scientist,Product,New York,153298.11
35,Master,13,Software Engineer,Product,New York,143772.5
32,PhD,9,Data Scientist,HR,Los Angeles,167160.82
32,Master,0,Data Analyst,Product,Chicago,76008.88
54,Associate,14,Manager,Product,San Francisco,136506.74
51,Bachelor,7,Data Scientist,Finance,New York,118849.69
33,Associate,2,Product Manager,HR,New York,78808.09
58,Master,24,Business Analyst,Customer Support,Chicago,149771.47
35,Associate,10,QA Engineer,Finance,Chicago,83285.92
41,PhD,6,Software Engineer,Operations,New York,147299.71
40,High School,11,Data Scientist,Customer Support,Chicago,87445.25
51,PhD,2,Manager,Operations,Seattle,149972.97
50,High School,13,QA Engineer,Finance,Los Angeles,106485.52
38,PhD,5,Software Engineer,Marketing,Austin,101940.67
50,High School,26,Manager,Product,San Francisco,180819.19
52,Master,30,Product Manager,IT,Austin,185705.89
25,High School,1,Software Engineer,IT,New York,52391.43
32,Bachelor,10,Software Engineer,IT,Chicago,92458.65
54,Bachelor,25,Manager,Operations,New York,191020.16
49,Bachelor,7,Business Analyst,IT,Austin,78077.01
51,Bachelor,18,Consultant,HR,Austin,110550.39
33,PhD,6,Manager,IT,Chicago,134463.71
49,PhD,6,System Administrator,Product,Los Angeles,128183.3
38,Bachelor,16,Data Scientist,IT,San Francisco,154022.79
48,Bachelor,19,QA Engineer,IT,Seattle,108208.12
27,High School,3,QA Engineer,Customer Support,New York,53785.41
43,Associate,3,Manager,Customer Support,San Francisco,97752.67
48,Master,8,Data Analyst,HR,San Francisco,117211.9
26,Bachelor,1,Business Analyst,IT,New York,71538.21
40,PhD,6,Software Engineer,IT,New York,141798.32
36,PhD,12,Manager,Marketing,Los Angeles,187902.95
38,Bachelor,12,System Administrator,HR,Los Angeles,99798.32
49,Master,18,System Administrator,Operations,San Francisco,152366.81
47,High School,20,Consultant,Finance,Boston,118376.66
34,PhD,8,Software Engineer,IT,Chicago,126413.5
48,High School,16,Consultant,Operations,Boston,113074.79
41,Master,2,Data Analyst,Finance,San Francisco,103899.86
42,Master,0,Business Analyst,Customer Support,Austin,79967.4
48,Bachelor,19,Data Analyst,IT,Los Angeles,142456.48
42,High School,2,Business Analyst,IT,New York,74593.31
42,High School,15,Data Scientist,Marketing,San Francisco,131972.13
41,Bachelor,14,QA Engineer,Product,Seattle,99551.32
49,High School,3,Consultant,Customer Support,New York,78890.55
48,High School,14,Data Analyst,Customer Support,Seattle,92597.48
24,High School,1,QA Engineer,Marketing,New York,53561.08
26,High School,0,Data Scientist,IT,Boston,61933.2
34,Master,4,System Administrator,Finance,San Francisco,98417.81
38,PhD,8,Data Scientist,Customer Support,Seattle,145167.1
58,PhD,23,Business Analyst,IT,Chicago,169089.39
22,PhD,0,Product Manager,Customer Support,Seattle,127365.17
30,Bachelor,2,Data Scientist,HR,San Francisco,90676.63
23,High School,0,Data Scientist,Marketing,Seattle,63415.97
54,Bachelor,5,Product Manager,IT,Chicago,99805.14
40,High School,16,QA Engineer,Finance,Chicago,94185.06
35,PhD,5,Manager,HR,Seattle,148577.28
24,Associate,2,System Administrator,Finance,Boston,54839.12
46,Bachelor,16,Consultant,Product,Boston,127746.17
33,Associate,6,Data Analyst,Marketing,Chicago,64972.19
24,Associate,2,Business Analyst,Customer Support,San Francisco,75902.93
39,PhD,9,Manager,Marketing,San Francisco,180868.69
40,Bachelor,10,Business Analyst,Operations,New York,109137.18
53,Associate,11,Software Engineer,Customer Support,Chicago,99769.5
48,Bachelor,19,Manager,IT,Seattle,144870.02
41,Associate,10,Business Analyst,HR,Chicago,80459.66
49,Master,10,Product Manager,Product,Seattle,147263.39
43,Associate,8,Product Manager,Operations,New York,103877.78
48,Associate,10,Business Analyst,HR,New York,103501.62
33,PhD,7,QA Engineer,Finance,Boston,120624.5
60,High School,18,Business Analyst,HR,Austin,102570.49
48,Bachelor,5,Business Analyst,Marketing,New York,99029.65
43,PhD,20,Product Manager,HR,San Francisco,237593.59
29,Master,7,Manager,Product,Austin,100138.98
53,High School,11,QA Engineer,Finance,Los Angeles,90944.3
31,Master,8,Consultant,Customer Support,New York,116041.06
54,High School,19,Consultant,Customer Support,New York,120293.13
37,Associate,1,Business Analyst,Marketing,San Francisco,76794.68
51,Master,25,Manager,IT,Boston,201825.72
37,Associate,4,Software Engineer,Finance,Austin,74224.38
28,High School,3,Consultant,Finance,Chicago,48713.86
54,Master,7,Business Analyst,IT,Austin,100350.32
34,Associate,3,Data Analyst,IT,Chicago,57749.75
55,PhD,16,Manager,Product,New York,210214.13
48,Associate,24,Business Analyst,HR,Seattle,129018.39
45,Master,16,Manager,IT,Chicago,145355.45
50,PhD,21,QA Engineer,Marketing,Austin,141667.34
22,Associate,0,QA Engineer,Marketing,Los Angeles,51436.04
56,PhD,20,Software Engineer,Operations,Chicago,184906.64
56,Master,28,Manager,HR,Los Angeles,213306.14
58,Bachelor,12,Manager,Finance,Austin,114968.62
33,Master,1,QA Engineer,HR,Los Angeles,85877.14
57,High School,27,Business Analyst,Product,Austin,112298.82
60,Master,7,Business Analyst,Marketing,Chicago,116929.08
46,Associate,3,Consultant,HR,San Francisco,96880.56
34,High School,11,Data Scientist,Marketing,Austin,80656.93
42,Associate,9,Software Engineer,Operations,Boston,93157.03
44,Master,13,Manager,Product,Chicago,139486.54
48,Bachelor,16,Manager,Product,Los Angeles,158381.49
57,Master,1,Data Scientist,Operations,Chicago,105075.76
35,Bachelor,6,Software Engineer,Product,Seattle,93926.65
29,High School,4,Software Engineer,Marketing,New York,67766.9
57,Master,1,Consultant,IT,Austin,78082.06
25,Associate,3,Product Manager,HR,Austin,63983.72
25,High School,1,Consultant,Product,Seattle,60728.43
58,Master,18,Manager,Finance,Austin,154685.12
33,Master,3,Business Analyst,Customer Support,Chicago,81168.86
53,Master,7,Manager,Marketing,New York,139773.47
59,Bachelor,15,Software Engineer,Finance,Seattle,128927.13
27,Master,4,Software Engineer,Finance,Chicago,83805.07
29,Master,5,Business Analyst,Customer Support,Boston,96750.17
47,Bachelor,19,Consultant,Product,New York,131750.86
43,Bachelor,19,Business Analyst,Marketing,Chicago,126800.0
51,Bachelor,3,Business Analyst,Marketing,New York,90826.47
56,PhD,21,Data Scientist,Operations,San Francisco,229189.27
51,Bachelor,15,Product Manager,Operations,Seattle,138986.48
49,Bachelor,9,Data Analyst,Finance,Seattle,97480.27
46,PhD,22,Data Analyst,Operations,Chicago,142881.92
35,Associate,5,Data Analyst,HR,Boston,79863.05
23,Associate,1,Data Scientist,Operations,Chicago,64516.74
27,PhD,0,Data Scientist,Customer Support,Seattle,115891.66
41,PhD,8,Product Manager,Operations,Los Angeles,176477.48
34,PhD,9,System Administrator,Customer Support,Seattle,123588.38
53,Bachelor,15,Consultant,Finance,Seattle,121124.94
51,PhD,29,Business Analyst,IT,Los Angeles,202184.88
32,Master,10,Software Engineer,Marketing,New York,136175.22
48,Bachelor,26,System Administrator,Customer Support,Austin,115311.32
57,Associate,25,Data Scientist,Operations,Boston,159102.45
40,Master,11,QA Engineer,Marketing,Seattle,107191.66
40,PhD,1,System Administrator,HR,Austin,81879.83
29,High School,5,Product Manager,Marketing,Los Angeles,86687.12
38,Bachelor,12,System Administrator,Marketing,Austin,90929.52
33,PhD,7,Consultant,Finance,Chicago,124549.8
60,Master,1,QA Engineer,HR,Boston,97977.7
30,Bachelor,4,Product Manager,Finance,Chicago,97295.32
58,Master,18,Product Manager,Operations,Seattle,184943.02
33,Associate,8,Software Engineer,Operations,Austin,78485.5
22,Bachelor,0,Software Engineer,HR,Boston,64311.39
60,Master,12,Manager,HR,San Francisco,164090.62
51,PhD,11,QA Engineer,Customer Support,Seattle,136612.01
46,Bachelor,1,System Administrator,HR,Austin,62063.81
58,Bachelor,26,QA Engineer,Product,Seattle,141828.56
32,High School,1,Consultant,Marketing,Boston,56948.15
55,Associate,10,System Administrator,Operations,Austin,75153.85
37,Associate,9,System Administrator,IT,San Francisco,100051.68
58,Master,7,Product Manager,Customer Support,Los Angeles,145331.6
24,Master,2,Business Analyst,HR,Seattle,78786.54
59,High School,34,Product Manager,Operations,Boston,198331.34
41,Bachelor,12,QA Engineer,Customer Support,San Francisco,113289.16
31,PhD,3,Data Analyst,Finance,Los Angeles,106280.97
32,Associate,1,System Administrator,Finance,Austin,52380.39
29,High School,5,Consultant,Product,New York,68543.66
45,Bachelor,14,QA Engineer,Marketing,New York,108019.26
44,Master,22,Software Engineer,Finance,Los Angeles,172547.24
58,Bachelor,4,Consultant,Product,Chicago,89899.59
38,High School,11,Data Scientist,Customer Support,Boston,99315.16
47,Bachelor,21,Consultant,HR,Los Angeles,148101.94
28,PhD,4,Software Engineer,Operations,Austin,98873.56
46,Master,21,Data Scientist,Finance,Los Angeles,185111.3
39,High School,6,Data Scientist,Product,Seattle,79751.99
26,Associate,2,QA Engineer,HR,Los Angeles,69064.91
58,PhD,29,QA Engineer,Finance,Chicago,173027.59
40,Associate,0,Data Analyst,Finance,Los Angeles,60121.88
50,High School,8,Data Analyst,Product,Chicago,70169.28
51,Bachelor,25,Consultant,Marketing,New York,162286.37
43,Bachelor,11,Consultant,IT,Boston,108705.09
28,Master,3,QA Engineer,HR,Los Angeles,86884.41
36,Master,1,Data Analyst,IT,Boston,87950.85
47,Bachelor,6,QA Engineer,Operations,Chicago,80929.1
45,Associate,1,QA Engineer,Finance,Seattle,57937.13
42,PhD,10,Consultant,Product,Los Angeles,151902.35
38,Bachelor,10,Consultant,HR,Seattle,90721.61
55,Master,23,Manager,HR,San Francisco,220091.39
34,Master,8,Data Analyst,Marketing,Boston,105292.34
57,Master,35,Consultant,Finance,Boston,202945.49
58,Master,25,QA Engineer,Customer Support,San Francisco,179778.64
60,Associate,30,Manager,Customer Support,Chicago,175905.09
57,Associate,21,Business Analyst,Operations,Austin,110039.68
41,High School,15,Product Manager,Marketing,Boston,127884.69
23,High School,0,System Administrator,IT,Austin,38982.94
31,Associate,8,Software Engineer,Operations,San Francisco,102698.19
52,PhD,4,System Administrator,Product,Los Angeles,119054.9
53,PhD,17,Business Analyst,Customer Support,Seattle,160994.81
40,Associate,8,Consultant,Product,Austin,75137.92
35,PhD,12,QA Engineer,IT,Austin,113729.94
40,Bachelor,11,QA Engineer,Operations,San Francisco,108937.22
58,PhD,24,Product Manager,Finance,San Francisco,260620.27
26,Bachelor,4,Consultant,Finance,Los Angeles,82852.14
30,Bachelor,5,Software Engineer,Marketing,Chicago,90080.12
37,PhD,15,Data Scientist,IT,Austin,153525.69
23,Master,0,Consultant,Marketing,Los Angeles,84765.4
22,Associate,0,Data Scientist,Finance,Chicago,60264.38
56,Master,6,Data Scientist,Marketing,Chicago,120884.05
37,High School,15,Consultant,HR,Seattle,91268.49
34,Master,7,Data Scientist,Product,Seattle,111940.76
34,PhD,6,Data Scientist,IT,San Francisco,160705.72
26,Bachelor,4,Consultant,Marketing,Los Angeles,85398.84
55,High School,20,QA Engineer,Customer Support,Los Angeles,121721.07
39,High School,4,QA Engineer,IT,New York,61026.01
27,High School,5,Software Engineer,Customer Support,Austin,65239.98
28,PhD,2,System Administrator,Customer Support,New York,98821.82
36,High School,3,Consultant,Finance,Seattle,77593.69
22,High School,0,System Administrator,Customer Support,Seattle,44216.79
55,Master,3,Manager,Operations,Austin,105343.41
45,Master,6,Business Analyst,Product,Austin,88614.4
44,Master,18,System Administrator,Finance,San Francisco,143386.47
49,Master,24,QA Engineer,Finance,Austin,130720.3
52,High School,25,System Administrator,Product,Los Angeles,130916.33
47,Bachelor,5,Consultant,Customer Support,San Francisco,96118.91
22,Associate,0,QA Engineer,Marketing,Austin,39988.34
52,Master,24,Data Scientist,HR,Chicago,171626.55
39,Master,11,System Administrator,Marketing,Seattle,110869.38
44,Master,9,System Administrator,Marketing,Chicago,99152.55
43,PhD,5,Manager,Product,Seattle,149811.88
41,Associate,17,Consultant,IT,Los Angeles,125752.48
29,High School,7,Business Analyst,IT,Chicago,67248.79
49,Bachelor,8,Software Engineer,Finance,New York,105078.02
